id,Creative Habits,Creative Species,Top Species Habits,Gender,Discipline,Cluster,n_Creative_Habits,ClusterBridging,ClusterCentrality,Cluster_Fraction,x_tsne,y_tsne,label,OriginalLabel,OriginalX,OriginalY,OriginalSize
2952,Monotasker|Solo Creator|Self-Critical|Dislike Distractions|Intuitive|Internally Motivated|NonKinetic|Comforting Mess|Slow-Paced|Risk-Friendly|Let It Happen|Tenacious|Private Spaces|Quiet/Silence|Nature-Lover|Routine-Seeker|Stifled By Constraints,Focus Mononovous,"Novelty-Seeker, Monotasker, Stifled By Constraints, Quiet/Silence, Dislike Distractions",,,Creative Species 4,18,2.640781443146252,1.460817270447663,0.1397280182705284,-15.68587970733643,9.329187393188477,2952,2952,-15.68587970733643,9.329187393188477,10
2954,Multitasker|Generalist|Collaborator|Self-Assured|Dislike Distractions|Rational|Externally Motivated|Kinetic|Comforting Mess|Risk-Averse|Make It Happen|Reframer|Quiet/Silence|Novelty-Seeker|Stifled By Constraints,Socialis Adventurous,"Collaborator, Risk-Friendly, Multitasker, Reframer, Kinetic",Female,Business-Entrepreneurship,Creative Species 3,16,0.06878719722088114,0.1853446577963347,0.1881033945811274,15.17131996154785,-10.5864372253418,2954,2954,15.17131996154785,-10.5864372253418,10
2961,Multitasker|Solo Creator|Dislike Distractions|Inwardly Inspired|Intuitive|NonKinetic|Comforting Mess|Perfectionist|Risk-Friendly|Let It Happen|Reframer|Private Spaces|Quiet/Silence|Novelty-Seeker|Stimulated By Constraints|Early Bird,Yolo Chaotis,"Novelty-Seeker, Risk-Friendly, Stifled By Constraints, Internally Motivated, Multitasker",Male,Arts-Design,Creative Species 2,17,-0.8100733439478296,0.9329677422969419,0.1993148551853005,4.521785736083984,13.31321430206299,2961,2961,4.521785736083984,13.31321430206299,10
2963,Generalist|Collaborator|Self-Assured|Love Distractions|Outwardly Inspired|Externally Motivated|Kinetic|Fast-Paced|Perfectionist|Risk-Friendly|Let It Happen|Reframer|Private Spaces|Quiet/Silence|Nature-Lover|Novelty-Seeker|Stimulated By Constraints|Night Owl,Socialis Adventurous,"Collaborator, Risk-Friendly, Multitasker, Reframer, Kinetic",Male,Arts-Design,Creative Species 3,19,-0.001968365923353982,1.533689582207108,0.1881033945811274,17.94577026367188,-4.362860679626465,2963,2963,17.94577026367188,-4.362860679626465,10
2964,Multitasker|Generalist|Collaborator|Self-Assured|Outwardly Inspired|Intuitive|Internally Motivated|NonKinetic|Comforting Mess|Fast-Paced|Risk-Friendly|Let It Happen|Quiet/Silence|Novelty-Seeker|Stifled By Constraints|Night Owl,Socialis Adventurous,"Collaborator, Risk-Friendly, Multitasker, Reframer, Kinetic",Male,Business-Entrepreneurship|Arts-Design,Creative Species 3,17,2.532870360653479,0.3570120965989152,0.1881033945811274,17.12580871582031,3.417099475860596,2964,2964,17.12580871582031,3.417099475860596,10
2965,Multitasker|Generalist|Collaborator|Kinetic|Perfectionist|Risk-Friendly|Let It Happen|Tenacious|Noise/Music|Nature-Lover|Novelty-Seeker|Stifled By Constraints,Socialis Adventurous,"Collaborator, Risk-Friendly, Multitasker, Reframer, Kinetic",Male,Science-Engineering|Business-Entrepreneurship|Arts-Design,Creative Species 3,13,0.2992228282994953,0.8929454688625462,0.1881033945811274,23.24682998657227,7.4295654296875,2965,2965,23.24682998657227,7.4295654296875,10
2966,Multitasker|Generalist|Self-Critical|Love Distractions|Inwardly Inspired|Intuitive|Externally Motivated|Comforting Mess|Slow-Paced|Pragmatist|Risk-Friendly|Let It Happen|Reframer|Private Spaces|Noise/Music|Nature-Lover|Novelty-Seeker|Stifled By Constraints|Night Owl,Yolo Chaotis,"Novelty-Seeker, Risk-Friendly, Stifled By Constraints, Internally Motivated, Multitasker",Male,,Creative Species 2,19,-0.1422652229607912,1.757685885307258,0.1993148551853005,13.1911506652832,11.01671314239502,2966,2966,13.1911506652832,11.01671314239502,10
2975,Multitasker|Solo Creator|Inwardly Inspired|Externally Motivated|Kinetic|Comforting Mess|Risk-Friendly|Let It Happen|Reframer|Noise/Music|Novelty-Seeker|Stifled By Constraints,Yolo Chaotis,"Novelty-Seeker, Risk-Friendly, Stifled By Constraints, Internally Motivated, Multitasker",Male,Science-Engineering,Creative Species 2,13,-0.8202667855562856,1.191541045570784,0.1993148551853005,12.41024398803711,20.38238143920898,2975,2975,12.41024398803711,20.38238143920898,10
2980,Multitasker|Generalist|Self-Critical|Love Distractions|Inwardly Inspired|Internally Motivated|Comforting Mess|Perfectionist|Let It Happen|Tenacious|Private Spaces|Nature-Lover|Novelty-Seeker|Stifled By Constraints|Night Owl,Yolo Chaotis,"Novelty-Seeker, Risk-Friendly, Stifled By Constraints, Internally Motivated, Multitasker",Male,Science-Engineering|Arts-Design,Creative Species 2,15,-0.7907773200287008,0.5496930272205681,0.1993148551853005,12.12331295013428,11.95231533050537,2980,2980,12.12331295013428,11.95231533050537,10
2981,Monotasker|Specialist|Dislike Distractions|Rational|Internally Motivated|Tidy|Slow-Paced|Pragmatist|Risk-Averse|Make It Happen|Tenacious|Private Spaces|Quiet/Silence|Routine-Seeker|Stimulated By Constraints|Night Owl,Mono Routinus,"Risk-Averse, Routine-Seeker, Dislike Distractions, Monotasker, Make It Happen",,,Creative Species 1,17,-0.685924120006597,1.195558354835995,0.2128101318384719,-25.1374568939209,-5.763123989105225,2981,2981,-25.1374568939209,-5.763123989105225,10
2993,Monotasker|Generalist|Solo Creator|Dislike Distractions|Intuitive|Internally Motivated|Kinetic|Tidy|Pragmatist|Risk-Friendly|Reframer|Noise/Music|Nature-Lover|Stifled By Constraints|Early Bird,Focus Mononovous,"Novelty-Seeker, Monotasker, Stifled By Constraints, Quiet/Silence, Dislike Distractions",,,Creative Species 4,15,-0.1818415044143524,0.2542456776270033,0.1397280182705284,-0.4269287884235382,8.142022132873535,2993,2993,-0.4269287884235382,8.142022132873535,10
2996,Monotasker|Solo Creator|Self-Critical|Outwardly Inspired|Kinetic|Slow-Paced|Pragmatist|Risk-Friendly|Let It Happen|Reframer|Noise/Music|Nature-Lover|Routine-Seeker|Stifled By Constraints|Night Owl,Focus Mononovous,"Novelty-Seeker, Monotasker, Stifled By Constraints, Quiet/Silence, Dislike Distractions",,,Creative Species 4,16,-0.6100513890597014,0.2188856560733553,0.1397280182705284,-0.8081987500190735,-6.38537073135376,2996,2996,-0.8081987500190735,-6.38537073135376,10
2998,Multitasker|Generalist|Solo Creator|Intuitive|Internally Motivated|NonKinetic|Risk-Friendly|Reframer|Private Spaces|Nature-Agnostic|Novelty-Seeker|Stifled By Constraints|Night Owl,Yolo Chaotis,"Novelty-Seeker, Risk-Friendly, Stifled By Constraints, Internally Motivated, Multitasker",,Arts-Design,Creative Species 2,13,-0.9463927305757337,2.047886859941887,0.1993148551853005,1.615060448646545,19.47883415222168,2998,2998,1.615060448646545,19.47883415222168,10
2999,Multitasker|Solo Creator|Self-Critical|Dislike Distractions|Rational|Internally Motivated|NonKinetic|Perfectionist|Risk-Averse|Make It Happen|Tenacious|Private Spaces|Quiet/Silence|Routine-Seeker|Stifled By Constraints|Night Owl,Mono Routinus,"Risk-Averse, Routine-Seeker, Dislike Distractions, Monotasker, Make It Happen",Female,,Creative Species 1,16,0.6743293350937416,0.7816987601082322,0.2128101318384719,-25.92285919189453,-0.5994481444358826,2999,2999,-25.92285919189453,-0.5994481444358826,10
3001,Monotasker|Solo Creator|Love Distractions|Outwardly Inspired|Intuitive|Externally Motivated|Kinetic|Slow-Paced|Perfectionist|Risk-Averse|Tenacious|Private Spaces|Quiet/Silence|Routine-Seeker|Stimulated By Constraints|Night Owl,Mono Routinus,"Risk-Averse, Routine-Seeker, Dislike Distractions, Monotasker, Make It Happen",,,Creative Species 1,17,-0.8211674864368597,0.5035234982289027,0.2128101318384719,-16.91756057739258,-9.147831916809082,3001,3001,-16.91756057739258,-9.147831916809082,10
3002,Monotasker|Generalist|Self-Critical|Inwardly Inspired|Intuitive|Kinetic|Comforting Mess|Pragmatist|Risk-Averse|Private Spaces|Quiet/Silence|Nature-Lover|Stifled By Constraints|Night Owl,Focus Mononovous,"Novelty-Seeker, Monotasker, Stifled By Constraints, Quiet/Silence, Dislike Distractions",,,Creative Species 4,15,-0.4359375827788323,0.1213429703341686,0.1397280182705284,-14.66250991821289,8.400984764099121,3002,3002,-14.66250991821289,8.400984764099121,10
3006,Multitasker|Generalist|Collaborator|Outwardly Inspired|Externally Motivated|Kinetic|Comforting Mess|Risk-Friendly|Let It Happen|Reframer|Novelty-Seeker|Stimulated By Constraints,Socialis Adventurous,"Collaborator, Risk-Friendly, Multitasker, Reframer, Kinetic",,Science-Engineering|Business-Entrepreneurship|Arts-Design,Creative Species 3,12,2.870939436741678,1.139232789967134,0.1881033945811274,21.49175453186035,-6.672877788543701,3006,3006,21.49175453186035,-6.672877788543701,10
3007,Generalist|Collaborator|Self-Assured|Dislike Distractions|Outwardly Inspired|Kinetic|Fast-Paced|Risk-Friendly|Let It Happen|Reframer|Public Spaces|Nature-Lover|Novelty-Seeker|Stifled By Constraints,Socialis Adventurous,"Collaborator, Risk-Friendly, Multitasker, Reframer, Kinetic",,,Creative Species 3,15,-0.8547887067824074,3.181787890647602,0.1881033945811274,19.75843620300293,4.252454280853271,3007,3007,19.75843620300293,4.252454280853271,10
3009,Generalist|Solo Creator|Self-Critical|Dislike Distractions|Outwardly Inspired|Rational|Internally Motivated|Kinetic|Tidy|Slow-Paced|Perfectionist|Risk-Friendly|Let It Happen|Reframer|Private Spaces|Quiet/Silence|Novelty-Seeker|Stifled By Constraints|Early Bird,Focus Mononovous,"Novelty-Seeker, Monotasker, Stifled By Constraints, Quiet/Silence, Dislike Distractions",Male,Science-Engineering|Arts-Design,Creative Species 4,20,2.445854176624471,1.048784527619589,0.1397280182705284,0.01079003978520632,0.5632568001747131,3009,3009,0.01079003978520632,0.5632568001747131,10
3011,Multitasker|Generalist|Solo Creator|Inwardly Inspired|Internally Motivated|Risk-Friendly|Reframer|Quiet/Silence|Nature-Lover|Stifled By Constraints,Yolo Chaotis,"Novelty-Seeker, Risk-Friendly, Stifled By Constraints, Internally Motivated, Multitasker",Female,,Creative Species 2,11,-0.3952373980235221,0.2187689987911497,0.1993148551853005,4.406107902526855,11.8274097442627,3011,3011,4.406107902526855,11.8274097442627,10
3016,Monotasker|Generalist|Solo Creator|Self-Critical|Internally Motivated|NonKinetic|Comforting Mess|Slow-Paced|Risk-Averse|Let It Happen|Reframer|Private Spaces|Nature-Agnostic|Night Owl,Sui Inspira,"Routine-Seeker, Private Spaces, Internally Motivated, Solo Creator, Inwardly Inspired",Female,Arts-Design,Creative Species 6,15,-0.02715942772746629,0.6493611454473878,0.09820409010692412,-21.12088584899902,8.851941108703613,3016,3016,-21.12088584899902,8.851941108703613,10
3020,Monotasker|Collaborator|Self-Critical|Dislike Distractions|Outwardly Inspired|Rational|Internally Motivated|Tidy|Slow-Paced|Perfectionist|Risk-Friendly|Let It Happen|Tenacious|Private Spaces|Noise/Music|Novelty-Seeker|Night Owl,Focus Mononovous,"Novelty-Seeker, Monotasker, Stifled By Constraints, Quiet/Silence, Dislike Distractions",Male,Arts-Design,Creative Species 4,17,-0.5079141184196392,1.062893967159016,0.1397280182705284,-5.19477367401123,-6.315444469451904,3020,3020,-5.19477367401123,-6.315444469451904,10
3021,Multitasker|Generalist|Solo Creator|Inwardly Inspired|Internally Motivated|Kinetic|Comforting Mess|Risk-Friendly|Make It Happen|Reframer|Private Spaces|Nature-Lover|Novelty-Seeker|Stifled By Constraints|Night Owl,Yolo Chaotis,"Novelty-Seeker, Risk-Friendly, Stifled By Constraints, Internally Motivated, Multitasker",Male,Science-Engineering|Arts-Design,Creative Species 2,16,-0.7659948459282421,2.129632703635164,0.1993148551853005,5.542781352996826,13.56678295135498,3021,3021,5.542781352996826,13.56678295135498,10
3022,Monotasker|Generalist|Solo Creator|Self-Critical|Love Distractions|Intuitive|Internally Motivated|Kinetic|Comforting Mess|Slow-Paced|Perfectionist|Risk-Friendly|Let It Happen|Reframer|Quiet/Silence|Novelty-Seeker|Stifled By Constraints|Night Owl,Focus Mononovous,"Novelty-Seeker, Monotasker, Stifled By Constraints, Quiet/Silence, Dislike Distractions",Male,Science-Engineering|Business-Entrepreneurship|Arts-Design,Creative Species 4,19,1.1750972665888,0.8163169968500265,0.1397280182705284,3.4215247631073,5.449079036712646,3022,3022,3.4215247631073,5.449079036712646,10
3027,Multitasker|Generalist|Solo Creator|Self-Assured|Love Distractions|Outwardly Inspired|Kinetic|Tidy|Fast-Paced|Risk-Friendly|Make It Happen|Reframer|Private Spaces|Quiet/Silence|Nature-Lover|Novelty-Seeker|Stimulated By Constraints|Early Bird,Socialis Adventurous,"Collaborator, Risk-Friendly, Multitasker, Reframer, Kinetic",Female,Arts-Design,Creative Species 3,18,-0.3778163330345971,0.7207078292904795,0.1881033945811274,14.89467525482178,-5.843509197235107,3027,3027,14.89467525482178,-5.843509197235107,10
3031,Monotasker|Specialist|Solo Creator|Self-Assured|Love Distractions|Outwardly Inspired|Intuitive|Internally Motivated|Kinetic|Pragmatist|Risk-Friendly|Let It Happen|Reframer|Private Spaces|Quiet/Silence|Novelty-Seeker|Stifled By Constraints|Early Bird,Focus Mononovous,"Novelty-Seeker, Monotasker, Stifled By Constraints, Quiet/Silence, Dislike Distractions",,,Creative Species 4,18,0.5928863611533249,0.9728457868859611,0.1397280182705284,-5.065479755401611,13.70075511932373,3031,3031,-5.065479755401611,13.70075511932373,10
3032,Multitasker|Generalist|Collaborator|Love Distractions|Outwardly Inspired|Rational|Internally Motivated|Tidy|Fast-Paced|Risk-Friendly|Make It Happen|Reframer|Novelty-Seeker|Stimulated By Constraints|Night Owl,Socialis Adventurous,"Collaborator, Risk-Friendly, Multitasker, Reframer, Kinetic",Male,Science-Engineering|Business-Entrepreneurship|Arts-Design,Creative Species 3,15,0.9852249819829344,0.1088745302222558,0.1881033945811274,19.73715400695801,-9.50124740600586,3032,3032,19.73715400695801,-9.50124740600586,10
3043,Generalist|Solo Creator|Self-Critical|Dislike Distractions|Outwardly Inspired|Intuitive|Internally Motivated|NonKinetic|Comforting Mess|Perfectionist|Risk-Friendly|Let It Happen|Reframer|Private Spaces|Nature-Lover|Novelty-Seeker|Stifled By Constraints|Night Owl,Yolo Chaotis,"Novelty-Seeker, Risk-Friendly, Stifled By Constraints, Internally Motivated, Multitasker",Female,Arts-Design,Creative Species 2,18,1.770606364405708,1.761335748967046,0.1993148551853005,5.981869220733643,14.33143043518066,3043,3043,5.981869220733643,14.33143043518066,10
3044,Monotasker|Generalist|Self-Critical|Dislike Distractions|Rational|Internally Motivated|Kinetic|Tidy|Slow-Paced|Perfectionist|Let It Happen|Tenacious|Quiet/Silence|Nature-Lover|Novelty-Seeker|Night Owl,Focus Mononovous,"Novelty-Seeker, Monotasker, Stifled By Constraints, Quiet/Silence, Dislike Distractions",Male,Arts-Design,Creative Species 4,16,0.1865063024493767,0.5645386393762956,0.1397280182705284,-2.096254110336304,0.08256568014621735,3044,3044,-2.096254110336304,0.08256568014621735,10
3047,Multitasker|Collaborator|Self-Critical|Love Distractions|Outwardly Inspired|Rational|Externally Motivated|Kinetic|Risk-Averse|Make It Happen|Reframer|Public Spaces|Noise/Music|Routine-Seeker|Stimulated By Constraints|Early Bird,Novo Gregarious,"Novelty-Seeker, Externally Motivated, Outwardly Inspired, Collaborator, Noise/Music",Male,Business-Entrepreneurship,Creative Species 5,17,1.472698377122096,0.9515708622721643,0.1024602927436936,28.26891708374023,-16.89006805419922,3047,3047,28.26891708374023,-16.89006805419922,10
3049,Monotasker|Solo Creator|Self-Critical|Dislike Distractions|Outwardly Inspired|Kinetic|Slow-Paced|Risk-Averse|Tenacious|Quiet/Silence|Nature-Lover|Stimulated By Constraints|Night Owl,Mono Routinus,"Risk-Averse, Routine-Seeker, Dislike Distractions, Monotasker, Make It Happen",,,Creative Species 1,13,-0.6301676957456646,0.3245694859411004,0.2128101318384719,-14.6451301574707,-9.760375022888184,3049,3049,-14.6451301574707,-9.760375022888184,10
3051,Multitasker|Collaborator|Outwardly Inspired|Comforting Mess|Risk-Friendly|Reframer|Public Spaces|Noise/Music|Novelty-Seeker|Stimulated By Constraints|Night Owl,Novo Gregarious,"Novelty-Seeker, Externally Motivated, Outwardly Inspired, Collaborator, Noise/Music",Male,Business-Entrepreneurship|Arts-Design,Creative Species 5,12,-0.7393934913883111,2.13165044225281,0.1024602927436936,27.45028495788574,-9.927783012390137,3051,3051,27.45028495788574,-9.927783012390137,10
3053,Monotasker|Specialist|Solo Creator|Self-Assured|Dislike Distractions|Outwardly Inspired|Intuitive|Externally Motivated|Kinetic|Pragmatist|Risk-Friendly|Reframer|Nature-Lover|Novelty-Seeker|Stifled By Constraints|Night Owl,Focus Mononovous,"Novelty-Seeker, Monotasker, Stifled By Constraints, Quiet/Silence, Dislike Distractions",Male,Science-Engineering,Creative Species 4,17,-0.6748788974058442,1.909272518407786,0.1397280182705284,-0.02502214349806309,-4.628896713256836,3053,3053,-0.02502214349806309,-4.628896713256836,10
3055,Monotasker|Specialist|Solo Creator|Self-Critical|Dislike Distractions|Inwardly Inspired|Internally Motivated|Kinetic|Comforting Mess|Slow-Paced|Pragmatist|Let It Happen|Tenacious|Private Spaces|Quiet/Silence|Nature-Agnostic|Routine-Seeker|Stifled By Constraints|Night Owl,Sui Inspira,"Routine-Seeker, Private Spaces, Internally Motivated, Solo Creator, Inwardly Inspired",,,Creative Species 6,19,3.476604331929544,2.194559882732674,0.09820409010692412,-18.09482955932617,10.35263538360596,3055,3055,-18.09482955932617,10.35263538360596,10
3063,Multitasker|Solo Creator|Self-Assured|Outwardly Inspired|Rational|Externally Motivated|NonKinetic|Comforting Mess|Slow-Paced|Risk-Friendly|Make It Happen|Reframer|Noise/Music|Nature-Lover|Novelty-Seeker|Stimulated By Constraints|Night Owl,Novo Gregarious,"Novelty-Seeker, Externally Motivated, Outwardly Inspired, Collaborator, Noise/Music",Male,Business-Entrepreneurship,Creative Species 5,18,-0.2201159321818616,0.4439508350620856,0.1024602927436936,28.67053604125977,-13.71567440032959,3063,3063,28.67053604125977,-13.71567440032959,10
3068,Monotasker|Solo Creator|Self-Critical|Inwardly Inspired|Intuitive|Internally Motivated|NonKinetic|Comforting Mess|Pragmatist|Let It Happen|Reframer|Private Spaces|Noise/Music|Nature-Agnostic|Novelty-Seeker|Stifled By Constraints,Yolo Chaotis,"Novelty-Seeker, Risk-Friendly, Stifled By Constraints, Internally Motivated, Multitasker",Male,Arts-Design,Creative Species 2,16,0.6976452766115258,0.2645781533252311,0.1993148551853005,-1.737837791442871,21.99190330505371,3068,3068,-1.737837791442871,21.99190330505371,10
3069,Collaborator|Self-Critical|Love Distractions|Inwardly Inspired|Rational|Externally Motivated|Comforting Mess|Fast-Paced|Perfectionist|Risk-Friendly|Let It Happen|Reframer|Private Spaces|Noise/Music|Routine-Seeker|Stimulated By Constraints|Early Bird,Novo Gregarious,"Novelty-Seeker, Externally Motivated, Outwardly Inspired, Collaborator, Noise/Music",,,Creative Species 5,18,-0.6321012826405751,0.06467462943942802,0.1024602927436936,23.19399642944336,-7.210430145263672,3069,3069,23.19399642944336,-7.210430145263672,10
3074,Generalist|Collaborator|Dislike Distractions|Outwardly Inspired|Externally Motivated|Risk-Friendly|Make It Happen|Reframer|Private Spaces|Quiet/Silence|Nature-Lover|Routine-Seeker|Stimulated By Constraints,Socialis Adventurous,"Collaborator, Risk-Friendly, Multitasker, Reframer, Kinetic",Male,Science-Engineering|Business-Entrepreneurship|Arts-Design,Creative Species 3,14,-0.1034048029070372,0.9799900364329639,0.1881033945811274,10.6583948135376,-7.567115306854248,3074,3074,10.6583948135376,-7.567115306854248,10
3079,Specialist|Solo Creator|Self-Critical|Intuitive|Internally Motivated|Kinetic|Tidy|Slow-Paced|Pragmatist|Risk-Averse|Make It Happen|Tenacious|Private Spaces|Quiet/Silence|Nature-Agnostic|Novelty-Seeker|Stifled By Constraints|Night Owl,Solo Noctus,"Stifled By Constraints, Internally Motivated, Solo Creator, Night Owl, Risk-Averse",,,Creative Species 7,18,1.186521953025451,0.04665811154197143,0.04245821654728537,-24.2271785736084,6.616280555725098,3079,3079,-24.2271785736084,6.616280555725098,10
3080,Multitasker|Generalist|Solo Creator|Self-Critical|Dislike Distractions|Rational|Internally Motivated|Fast-Paced|Risk-Friendly|Let It Happen|Private Spaces|Noise/Music|Nature-Lover|Stimulated By Constraints,Yolo Chaotis,"Novelty-Seeker, Risk-Friendly, Stifled By Constraints, Internally Motivated, Multitasker",Male,Science-Engineering|Arts-Design,Creative Species 2,15,-0.6381899464588336,0.2025383712453237,0.1993148551853005,8.211451530456543,15.20682239532471,3080,3080,8.211451530456543,15.20682239532471,10
3083,Monotasker|Solo Creator|Dislike Distractions|Outwardly Inspired|Rational|Externally Motivated|NonKinetic|Comforting Mess|Pragmatist|Risk-Averse|Make It Happen|Tenacious|Private Spaces|Quiet/Silence|Novelty-Seeker|Stifled By Constraints|Early Bird,Mono Routinus,"Risk-Averse, Routine-Seeker, Dislike Distractions, Monotasker, Make It Happen",Female,,Creative Species 1,18,1.770608150016369,0.1661306460514796,0.2128101318384719,-21.55451202392578,-15.6256217956543,3083,3083,-21.55451202392578,-15.6256217956543,10
3093,Multitasker|Generalist|Solo Creator|Self-Critical|Dislike Distractions|Rational|Internally Motivated|Kinetic|Private Spaces|Noise/Music|Nature-Lover|Novelty-Seeker|Stifled By Constraints|Night Owl,Yolo Chaotis,"Novelty-Seeker, Risk-Friendly, Stifled By Constraints, Internally Motivated, Multitasker",Female,Science-Engineering|Business-Entrepreneurship|Arts-Design,Creative Species 2,15,-0.3463321339942451,0.2878137765289132,0.1993148551853005,10.17145156860352,16.24568367004395,3093,3093,10.17145156860352,16.24568367004395,10
3094,Multitasker|Generalist|Self-Critical|Love Distractions|Inwardly Inspired|Internally Motivated|Kinetic|Fast-Paced|Pragmatist|Risk-Friendly|Let It Happen|Private Spaces|Noise/Music|Nature-Agnostic|Stimulated By Constraints|Night Owl,Yolo Chaotis,"Novelty-Seeker, Risk-Friendly, Stifled By Constraints, Internally Motivated, Multitasker",Male,Arts-Design,Creative Species 2,17,-0.4008550585365046,0.05518975303099569,0.1993148551853005,16.31104469299316,13.39898681640625,3094,3094,16.31104469299316,13.39898681640625,10
3099,Multitasker|Generalist|Solo Creator|Self-Critical|Inwardly Inspired|Intuitive|Internally Motivated|Comforting Mess|Perfectionist|Risk-Friendly|Reframer|Quiet/Silence|Nature-Lover|Novelty-Seeker|Stimulated By Constraints|Early Bird,Yolo Chaotis,"Novelty-Seeker, Risk-Friendly, Stifled By Constraints, Internally Motivated, Multitasker",Male,Science-Engineering|Arts-Design,Creative Species 2,17,-0.8042542565414036,0.80453212063721,0.1993148551853005,4.310956001281738,13.78141689300537,3099,3099,4.310956001281738,13.78141689300537,10
3101,Multitasker|Generalist|Collaborator|Dislike Distractions|Outwardly Inspired|Rational|Externally Motivated|NonKinetic|Risk-Averse|Reframer|Public Spaces|Noise/Music|Nature-Agnostic|Novelty-Seeker|Stimulated By Constraints|Night Owl,Novo Gregarious,"Novelty-Seeker, Externally Motivated, Outwardly Inspired, Collaborator, Noise/Music",Male,,Creative Species 5,17,-0.6566870135300021,3.035758174574835,0.1024602927436936,25.5284423828125,-18.23327445983887,3101,3101,25.5284423828125,-18.23327445983887,10
3103,Multitasker|Generalist|Solo Creator|Self-Critical|Dislike Distractions|Internally Motivated|Tidy|Perfectionist|Risk-Averse|Let It Happen|Tenacious|Noise/Music|Nature-Agnostic|Routine-Seeker|Stifled By Constraints|Night Owl,Sui Inspira,"Routine-Seeker, Private Spaces, Internally Motivated, Solo Creator, Inwardly Inspired",Female,Arts-Design,Creative Species 6,17,-0.833603436740301,1.64601237654208,0.09820409010692412,-16.67179107666016,2.510812282562256,3103,3103,-16.67179107666016,2.510812282562256,10
3104,Multitasker|Generalist|Self-Critical|Outwardly Inspired|Intuitive|Internally Motivated|Kinetic|Tidy|Fast-Paced|Perfectionist|Risk-Friendly|Reframer|Private Spaces|Noise/Music|Routine-Seeker|Stimulated By Constraints|Early Bird,Socialis Adventurous,"Collaborator, Risk-Friendly, Multitasker, Reframer, Kinetic",Female,,Creative Species 3,18,-0.5531174027726798,0.305585893876478,0.1881033945811274,13.31892681121826,-0.7401809692382812,3104,3104,13.31892681121826,-0.7401809692382812,10
3105,Monotasker|Generalist|Solo Creator|Self-Critical|Dislike Distractions|Inwardly Inspired|Rational|Risk-Averse|Private Spaces|Quiet/Silence|Novelty-Seeker|Stifled By Constraints|Early Bird,Focus Mononovous,"Novelty-Seeker, Monotasker, Stifled By Constraints, Quiet/Silence, Dislike Distractions",Male,Business-Entrepreneurship,Creative Species 4,13,-0.179511634130909,0.4234117457942423,0.1397280182705284,-9.556690216064453,2.252211093902588,3105,3105,-9.556690216064453,2.252211093902588,10
3107,Generalist|Solo Creator|Self-Assured|Love Distractions|Outwardly Inspired|Externally Motivated|Kinetic|Comforting Mess|Let It Happen|Reframer|Noise/Music|Novelty-Seeker|Stimulated By Constraints|Night Owl,Novo Gregarious,"Novelty-Seeker, Externally Motivated, Outwardly Inspired, Collaborator, Noise/Music",Male,Business-Entrepreneurship|Arts-Design,Creative Species 5,15,-0.5426143447628453,0.8156774062819542,0.1024602927436936,17.0970344543457,-17.39742469787598,3107,3107,17.0970344543457,-17.39742469787598,10
3109,Monotasker|Specialist|Self-Assured|Dislike Distractions|Outwardly Inspired|Rational|Internally Motivated|Comforting Mess|Slow-Paced|Risk-Friendly|Let It Happen|Reframer|Public Spaces|Novelty-Seeker|Stimulated By Constraints|Night Owl,Novo Gregarious,"Novelty-Seeker, Externally Motivated, Outwardly Inspired, Collaborator, Noise/Music",,,Creative Species 5,17,-0.2288793841886663,0.2003786934894678,0.1024602927436936,29.50779914855957,-11.65905570983887,3109,3109,29.50779914855957,-11.65905570983887,10
3114,Multitasker|Generalist|Inwardly Inspired|Internally Motivated|Fast-Paced|Let It Happen|Tenacious|Noise/Music|Novelty-Seeker|Stifled By Constraints|Night Owl,Yolo Chaotis,"Novelty-Seeker, Risk-Friendly, Stifled By Constraints, Internally Motivated, Multitasker",,,Creative Species 2,12,-0.7829062588937332,0.4234574609121375,0.1993148551853005,16.52271270751953,16.0473747253418,3114,3114,16.52271270751953,16.0473747253418,10
3118,Monotasker|Specialist|Solo Creator|Self-Critical|Dislike Distractions|Outwardly Inspired|Rational|Internally Motivated|NonKinetic|Slow-Paced|Pragmatist|Risk-Averse|Reframer|Quiet/Silence|Novelty-Seeker|Stimulated By Constraints|Night Owl,Mono Routinus,"Risk-Averse, Routine-Seeker, Dislike Distractions, Monotasker, Make It Happen",Male,Business-Entrepreneurship,Creative Species 1,18,-0.08546890796963963,0.4297518206312823,0.2128101318384719,-29.56266975402832,-8.522712707519531,3118,3118,-29.56266975402832,-8.522712707519531,10
3119,Multitasker|Generalist|Self-Critical|Love Distractions|Inwardly Inspired|Internally Motivated|Kinetic|Fast-Paced|Perfectionist|Risk-Friendly|Make It Happen|Reframer|Quiet/Silence|Novelty-Seeker|Stifled By Constraints|Night Owl,Yolo Chaotis,"Novelty-Seeker, Risk-Friendly, Stifled By Constraints, Internally Motivated, Multitasker",,,Creative Species 2,17,-0.8485010329262742,2.242271338120193,0.1993148551853005,7.405404090881348,7.916402339935303,3119,3119,7.405404090881348,7.916402339935303,10
